class,cap.diameter,stem.height,colour,water.content
poisonous,0.83,5.44,red,56.93100281059742
poisonous,1.58,3.86,brown,51.962621407583356
poisonous,17.95,5.88,brown,61.511999256908894
poisonous,7.43,7,red,59.72957408986986
poisonous,2.09,5.07,grey,34.54504795372486
poisonous,8.54,13.09,grey,36.92755720578134
poisonous,5.83,4.91,brown,69.20094553381205
edible,51.59,4.81,grey,57.891132244840264
edible,9.55,6.33,brown,30.569779966026545
poisonous,3.13,5.23,grey,54.33797175064683
poisonous,7.81,7.78,brown,55.2481341175735
poisonous,7.14,15.35,grey,31.088578961789608
edible,1.49,4.94,brown,53.894410990178585
poisonous,4.95,0,brown,58.71409815736115
poisonous,17.27,6.09,grey,56.9754483550787
poisonous,6.06,8.13,red,58.793698055669665
poisonous,7.65,3.86,brown,49.738497072830796
edible,8.56,4.68,grey,45.98181960172951
poisonous,4.56,0,red,69.02162812650204
poisonous,6.49,7.61,brown,58.58230865560472
edible,6.98,6.07,grey,38.21946342475712
poisonous,7.24,6.43,brown,36.060221372172236
poisonous,6.41,5.53,grey,31.433877116069198
edible,10.09,5.55,grey,48.78278938122094
edible,8.13,13.04,brown,38.683087695389986
poisonous,1.98,2.46,red,31.508071925491095
edible,1.69,5.17,red,39.333026986569166
poisonous,1.76,4.79,brown,67.65823742374778
edible,2.75,5.66,red,46.07292880304158
poisonous,7.86,15.05,grey,64.2482659034431
edible,4.39,6.98,brown,65.27503342367709
poisonous,0.69,4.3,grey,59.70410727895796
edible,1.59,5.31,brown,39.89628513343632
poisonous,6.76,5.65,grey,31.827731486409903
poisonous,2.27,5.44,brown,51.773733301088214
edible,15.72,11.76,brown,50.337425116449594
poisonous,8.97,7.3,brown,43.565539410337806
edible,4.35,5.25,brown,49.60836075246334
poisonous,7.03,4.28,grey,54.23098239116371
edible,6.56,7.15,red,44.787242179736495
poisonous,5.91,5.64,brown,66.16021193563938
edible,5.15,5.43,grey,43.76505454070866
edible,15.66,11.34,brown,50.405287090688944
poisonous,4.4,6.52,grey,57.05982746556401
poisonous,10.19,16.05,brown,58.0900648329407
edible,7.44,2.15,brown,38.557386212050915
poisonous,7.55,6.06,red,50.160354962572455
edible,2.78,6.62,red,64.88846926018596
poisonous,3.88,3.33,red,30.027989586815238
poisonous,7.97,14.37,grey,68.21987361647189
edible,55.36,7.2,brown,50.576915610581636
poisonous,4.69,4.77,red,53.66431877017021
edible,7.12,4.52,brown,30.432306108996272
poisonous,6.76,10.31,grey,59.95803415775299
poisonous,2.81,3.72,grey,55.64828206785023
edible,5.29,6.52,grey,35.1784916035831
poisonous,1.61,3,brown,56.070245457813144
edible,7.61,4.17,brown,66.42575036734343
edible,9.3,7.42,brown,63.847990753129125
edible,6.6,5.59,red,37.655955543741584
edible,7.52,6.52,brown,65.15324145555496
edible,5.86,5.47,brown,49.454849511384964
poisonous,11.94,4.93,red,32.89126102812588
edible,8.12,10.95,brown,58.05728513747454
poisonous,3.92,4.84,grey,49.048904459923506
poisonous,1.49,3.36,grey,40.29484788887203
poisonous,5.16,5.89,brown,33.48006561398506
poisonous,4.62,4.16,brown,37.90334417484701
poisonous,4.9,6.74,red,57.07692535594106
poisonous,3.12,3.81,brown,34.15994971059263
poisonous,8.93,5.77,brown,49.11579861305654
poisonous,7.86,1.39,brown,30.40189454331994
edible,3.01,4.52,brown,50.49129188992083
edible,3.46,4.35,brown,52.15351361781359
poisonous,9.05,3.2,grey,44.08275669440627
poisonous,6.38,10.55,brown,66.66919821873307
edible,15.74,11.23,red,57.53650886937976
edible,6.02,5.88,grey,57.36703057773411
poisonous,3.88,4.77,brown,30.37898324429989
edible,12.63,9.49,grey,57.403108179569244
edible,3.73,4.95,brown,53.35224376991391
edible,5.69,4.55,brown,41.07375183142722
poisonous,11.68,7.39,brown,59.47655408643186
edible,5.03,5.77,grey,65.35149031318724
edible,22.5,19.66,grey,42.54146576859057
poisonous,1.84,3.6,brown,31.9574792124331
edible,9.82,8.79,grey,42.60698073543608
edible,4.7,7.12,brown,68.46900643780828
edible,10.66,6.27,red,63.79972261376679
poisonous,0.85,4.4,brown,36.65872968733311
poisonous,14.69,7.05,brown,54.464862532913685
poisonous,2.76,2.31,grey,37.825551852583885
edible,3.58,4.18,grey,55.20810146816075
poisonous,12.56,8.56,grey,57.182666128501296
edible,9.77,4.56,brown,33.50519426167011
poisonous,8.51,15.55,red,54.71108772791922
poisonous,3.65,3.78,brown,34.07221964560449
poisonous,4.27,5.32,grey,43.64405498839915
edible,17.37,14.86,brown,36.44656023941934
edible,1.55,5.13,grey,67.94417757540941
poisonous,1.54,7.9,brown,30.160818612203002
poisonous,15.95,16.42,brown,39.18810760602355
poisonous,0.71,4.89,grey,53.64060855470598
edible,8.13,3.45,grey,40.836330000311136
poisonous,9.03,8.28,grey,48.6113272421062
poisonous,13.18,5.73,brown,62.33726921491325
edible,8.41,5.15,grey,50.33739312551916
edible,4.02,5.93,brown,43.088768841698766
poisonous,8.53,6.6,grey,37.82199724577367
poisonous,5,3.95,brown,62.973689744248986
edible,4.46,7.7,brown,47.42782274261117
poisonous,5.2,5.94,grey,43.97867875173688
edible,11.65,13.82,grey,55.1472358033061
poisonous,1.5,4.38,brown,64.67809928581119
edible,16.86,10.09,grey,65.15760495327413
poisonous,8.46,16.53,brown,51.19799011386931
poisonous,6.2,6.32,grey,43.27803323045373
poisonous,9.17,9.62,brown,54.68658942729235
poisonous,6.93,6.26,brown,57.84622743725777
edible,8.19,6.71,brown,33.31372395157814
edible,3.43,3.46,grey,38.515566270798445
edible,4.02,6.21,brown,33.24553331360221
edible,7.04,7.46,brown,67.83679446205497
poisonous,4.06,5.98,brown,62.78180998750031
edible,7.17,6.3,brown,52.29080989956856
poisonous,1.69,4.41,grey,68.51514489389956
poisonous,7.59,5.7,brown,52.665950730443
edible,4.46,5.31,grey,34.75163863040507
edible,1.5,5.96,red,32.58498032577336
poisonous,2.47,3.11,brown,41.537791322916746
edible,52.43,6.37,brown,47.879077550023794
poisonous,2.57,5.6,brown,50.5242991540581
poisonous,2.57,8.07,brown,41.59326069056988
poisonous,16.83,10.55,grey,67.53911992534995
poisonous,3.99,4.73,grey,68.06828158907592
poisonous,8.15,1.34,brown,57.85463375039399
poisonous,5.5,8.51,brown,69.91971572861075
edible,3.66,4.28,brown,33.61875271424651
edible,5.18,9.51,red,45.80670698545873
poisonous,7.62,6.76,brown,64.33125442825258
poisonous,1.2,1.91,brown,63.35828657262027
edible,5.57,5.35,grey,41.06653239578009
edible,3.38,3.79,grey,69.09034183248878
poisonous,7.38,9.62,grey,62.17372918501496
edible,11.47,6.4,grey,61.22309813275933
edible,3.74,6.02,brown,41.010093465447426
poisonous,2.81,3.73,grey,59.63950905017555
poisonous,1.02,3.05,brown,55.947192925959826
poisonous,1.91,4.45,grey,44.87784539349377
edible,15.53,10.55,grey,43.60886272974312
poisonous,2.21,4.09,brown,60.11340751312673
poisonous,10.35,6.66,brown,59.08363215625286
edible,11.78,6.68,grey,51.992351757362485
edible,4.65,5.12,red,33.568235924467444
poisonous,2.83,5.76,grey,48.36597144603729
poisonous,2.32,7.19,grey,41.03802786208689
edible,5.26,5.93,grey,44.51286078430712
poisonous,2.88,5.37,brown,36.17389312945306
poisonous,2.92,3.9,brown,60.97636186517775
poisonous,3.53,4.54,brown,58.53490253910422
poisonous,8.92,6.43,grey,34.4593351893127
poisonous,0.75,3.6,brown,34.62238752283156
edible,54.74,7.82,grey,47.45783109217882
poisonous,17.7,5.24,brown,67.42254035547376
poisonous,5.81,7.92,brown,42.20960710197687
edible,4.58,5.34,grey,53.084031688049436
poisonous,3.74,5.23,grey,54.41679796203971
poisonous,4.61,3,brown,66.3404895644635
edible,6.19,6.92,grey,47.34577637165785
poisonous,1.64,6.88,grey,65.55025863461196
edible,6.4,3.48,red,33.53880190290511
edible,3.12,6.47,red,59.08887201920152
poisonous,5.55,7.19,brown,54.58652198314667
poisonous,5,6.01,brown,34.96439705602825
edible,8.45,7.1,grey,47.523091146722436
edible,0.84,2.81,grey,32.15754900127649
poisonous,6.81,4.52,grey,32.06965642981231
edible,16.66,15.59,brown,65.28004032559693
poisonous,7.98,8.54,brown,42.5419631972909
poisonous,9.82,10.75,brown,42.76968684978783
edible,3.73,5.87,brown,48.93964435905218
poisonous,2.57,3.21,grey,55.062252562493086
edible,6.31,6.96,grey,40.19940558820963
poisonous,3.54,7.6,brown,59.44069981575012
edible,4.5,8.24,grey,52.18147657811642
edible,18.72,7.23,grey,43.582643792033195
poisonous,7.78,4.97,brown,63.666326412931085
poisonous,3.91,6.35,grey,51.515086982399225
poisonous,1.36,4.02,brown,32.244853395968676
edible,5.14,5.43,brown,32.73455229587853
poisonous,0.8,3.89,grey,32.32748271897435
poisonous,7.43,7.68,red,64.86479075625539
edible,4.37,4.96,brown,58.93235580064356
poisonous,1.21,2.86,grey,35.28313223272562
poisonous,9.15,9.03,grey,56.71212440356612
edible,1.23,5.83,red,69.9029422737658
edible,7.71,5.46,brown,52.20095103606582
poisonous,8.5,9.14,grey,54.497158732265234
edible,7.08,8.13,red,48.71864557266235
poisonous,6.91,5.22,red,62.45671661570668
poisonous,1.69,5,brown,40.99844664335251
poisonous,2.22,3.07,brown,33.11722196638584
poisonous,22.92,4.81,brown,48.025820618495345
edible,7.66,6.23,brown,51.366416150704026
edible,8.96,7.35,grey,36.12795317545533
poisonous,8.26,16.61,brown,47.772685000672936
poisonous,17.5,5.55,brown,36.83362349867821
poisonous,6.8,5.07,grey,46.41293026506901
poisonous,3.96,4.76,red,46.22224939055741
edible,4.35,4.73,brown,65.21245683543384
poisonous,13.38,6.91,grey,34.48248578235507
edible,5.97,5.18,brown,63.49238752387464
poisonous,1.45,3.87,brown,47.7974084764719
edible,15.01,10.46,grey,34.694599667564034
poisonous,1.16,3.26,red,53.564530769363046
poisonous,8.91,9.11,grey,46.46106897853315
edible,18.65,6.78,brown,34.13820982910693
edible,9.9,8.45,grey,53.69739852845669
poisonous,2.91,7.78,brown,33.32536054775119
poisonous,4.33,5.65,grey,55.066369315609336
poisonous,2.87,5.57,brown,49.96156621724367
edible,2.83,5.65,red,53.73103991150856
poisonous,2.39,0,brown,44.78572849184275
poisonous,6.76,7.42,brown,40.69689344614744
poisonous,7.83,17.45,grey,51.773645943030715
poisonous,6.95,5.66,grey,40.0280549377203
poisonous,8.25,10.69,brown,38.86189668439329
edible,16.8,8.74,grey,42.29185136966407
edible,7.45,6.75,brown,35.71939564310014
edible,1.03,5.36,grey,62.68240778706968
poisonous,6.94,6.55,grey,50.342360427603126
edible,8.31,7.48,brown,34.945572251453996
edible,9.12,6.96,brown,67.12865016423166
poisonous,6.74,8.2,red,61.06578100472689
poisonous,7.43,11.65,brown,50.2721799723804
edible,5.36,4.12,grey,34.48146075941622
edible,9.02,7.87,red,42.63120788149536
edible,1.64,5.68,brown,55.45598025433719
edible,9.52,8.02,grey,64.09505017101765
poisonous,7.22,11.84,red,48.21504567749798
edible,6.58,3.93,brown,30.787582471966743
poisonous,12.3,10.54,grey,53.04538891650736
poisonous,3.01,3.64,brown,63.354129223152995
edible,7.64,12.79,grey,68.49014386534691
poisonous,1.43,4.91,brown,62.88485053926706
edible,45.64,6.15,grey,65.87603055872023
poisonous,7.01,12.18,brown,42.57365548051894
poisonous,14.19,10.04,brown,45.143142361193895
poisonous,8.1,10.4,red,46.50254437699914
edible,6.38,13.01,red,67.3195478413254
edible,6.31,13.25,brown,63.54187491349876
poisonous,1.03,3.04,brown,45.86871474981308
poisonous,3.64,2.76,brown,67.38663146272302
poisonous,8.34,4.71,grey,53.32442603074014
poisonous,3.08,11.45,red,59.067038390785456
poisonous,5.63,6.87,brown,34.26750112324953
poisonous,2.25,5.92,red,51.871553314849734
edible,5.58,5.39,red,35.173777509480715
poisonous,7.76,8.13,brown,39.72112946212292
poisonous,2.73,3.24,grey,31.051574992015958
poisonous,8.48,9.51,brown,45.606107423081994
edible,9.2,10.22,brown,36.27812975086272
poisonous,8.57,11.4,red,65.7553281262517
edible,8.8,15.88,grey,47.075369451195
edible,3.09,4.59,grey,43.8081387616694
poisonous,3.01,3.06,red,69.89382024854422
edible,17.61,16.21,brown,44.20004913583398
poisonous,3.83,3.68,brown,66.057461919263
edible,11.09,8.07,brown,58.793370593339205
poisonous,9.93,10.08,grey,45.47542916610837
edible,3.28,3.87,grey,62.0085621625185
poisonous,3.35,5.33,grey,46.23137453570962
poisonous,7.97,4.42,red,37.265022145584226
edible,4.5,3.95,grey,53.50080130621791
poisonous,9.03,10.48,grey,57.62799086980522
edible,8.54,8.52,grey,69.79726649820805
edible,8.98,7.6,grey,54.32036874815822
edible,1.12,3.1,grey,60.12208427302539
poisonous,0.59,3.88,brown,68.68160972371697
edible,16.39,10.61,brown,51.73383606597781
poisonous,8.41,10.08,grey,35.88932605460286
edible,13.35,24.36,brown,65.88374829851091
poisonous,9.77,12.72,brown,49.12854801863432
edible,3.49,4.41,grey,49.19253706932068
poisonous,6.24,1.59,grey,69.57945179194212
poisonous,5.66,0,brown,32.514972332865
edible,7.37,6.51,brown,31.951162302866578
poisonous,6.54,11.21,brown,56.06466135941446
poisonous,7.03,3.71,grey,32.145259557291865
poisonous,15.98,18.08,red,32.75208415463567
edible,10.37,7.75,grey,49.951534857973456
poisonous,8.61,11.4,red,43.52122934535146
edible,1.47,5.06,grey,36.37765405699611
poisonous,9.39,10.33,brown,42.016540905460715
poisonous,8.3,13.73,grey,60.512121971696615
poisonous,2.86,3.45,grey,49.162241565063596
edible,9.94,8.99,brown,40.41658193804324
edible,4.63,3.68,grey,48.4170747641474
poisonous,0.68,4.61,grey,61.38000571168959
poisonous,7.23,6.14,grey,38.00491743721068
poisonous,6.79,5.22,red,51.48573928512633
edible,59.46,8.23,grey,45.75108975172043
poisonous,1.23,4.35,red,54.53986003994942
edible,4.89,5.36,grey,51.382249388843775
edible,12.82,8.74,red,50.74451869353652
poisonous,3.35,0,grey,41.40713796019554
edible,5.22,5.31,brown,43.34596651606262
edible,6.46,12.37,red,63.5456305090338
poisonous,8.85,7.3,brown,49.664624221622944
poisonous,5.86,5.92,grey,31.14445421844721
edible,2.97,5.98,grey,52.89237456396222
edible,8.31,6.26,brown,57.984921615570784
edible,4.25,6.26,grey,59.98414467088878
edible,7.68,8.33,grey,33.07908748276532
edible,1.72,5.31,brown,61.7985534388572
poisonous,8.08,6.55,grey,65.64100644551218
edible,4.98,7.45,brown,61.772321444004774
edible,10,8.59,grey,51.79964616894722
poisonous,12.86,5.2,brown,39.40146843902767
edible,6.46,5.57,brown,67.26340367458761
edible,6.05,5.05,brown,57.91089382022619
poisonous,2.58,2.9,grey,45.27215060777962
edible,8.6,7.21,grey,35.67309967242181
poisonous,0.71,4.85,brown,30.651021031662822
edible,1.45,5.54,brown,48.99069983512163
poisonous,1.11,3.24,grey,30.900044478476048
poisonous,2.71,6.44,red,57.775210896506906
poisonous,1.49,4.53,grey,32.85510716959834
edible,20.58,6.84,brown,35.38622468709946
edible,1.74,6.94,brown,62.14515366591513
edible,9.13,5.83,grey,35.488792564719915
poisonous,4.32,4.79,grey,51.55038614757359
poisonous,0.65,3.99,brown,56.15834101103246
edible,7.55,5.39,brown,32.20780223608017
poisonous,4.91,0,brown,37.368586994707584
poisonous,2.92,4.17,grey,30.165052572265267
poisonous,4.55,10.43,brown,65.2137610130012
edible,9.66,4.26,grey,31.703362623229623
poisonous,4.28,5,grey,69.59146803244948
edible,48.51,4.9,grey,43.446519915014505
edible,6.08,7.78,brown,50.50222815014422
edible,3.54,6.63,grey,51.17864655330777
edible,5.8,7.08,grey,33.86068704538047
poisonous,8.07,7.73,brown,33.81710235029459
poisonous,2.72,3.44,brown,47.72974903695285
poisonous,8.37,7.16,brown,51.09691584482789
edible,8.53,6.51,brown,39.250110452994704
poisonous,4.38,6.23,red,44.77140849456191
poisonous,4.99,6.74,brown,58.47243370488286
poisonous,2.49,8.84,grey,62.99353700131178
poisonous,7.68,4.92,grey,36.64643774740398
edible,3.66,4.41,grey,55.30804862268269
poisonous,2.18,5.05,red,41.24692723155022
edible,10.6,7.14,grey,42.788468059152365
poisonous,7.98,6.77,brown,49.31843463331461
edible,7.54,10.34,grey,40.79582914710045
poisonous,2.57,3.16,grey,30.643541160970926
edible,8.74,7.31,grey,54.211081340909004
edible,11.6,6.51,grey,50.01503477804363
poisonous,8.74,16.38,brown,36.391945937648416
poisonous,2.45,4.28,brown,67.85630658268929
edible,6.24,5.01,grey,34.52238590456545
edible,5.51,4.48,red,58.584813345223665
edible,5.36,6.92,grey,66.3081328291446
edible,7.84,7.73,brown,51.338642332702875
edible,0.94,2.71,grey,48.251230642199516
edible,4.04,6.97,brown,59.483480798080564
edible,20.58,16.22,brown,68.98718272335827
edible,7.04,6.29,grey,67.45895139873028
edible,2.92,3.88,brown,55.10037273168564
edible,6.81,6.58,grey,44.95989884249866
edible,4.06,3.46,red,48.97784545086324
edible,8.16,6.58,brown,40.35772151313722
poisonous,3.43,3.77,red,61.95005946792662
poisonous,1.92,7.66,red,45.71677217260003
poisonous,6.43,6.84,brown,56.46899894811213
poisonous,2.44,5.02,grey,33.50755178369582
poisonous,1.58,3.73,grey,52.990705324336886
poisonous,4.76,6.97,brown,43.537474954500794
edible,11.58,17.54,brown,61.58602548763156
edible,6.1,4,brown,60.63326025381684
edible,7.33,12.8,brown,60.79625580459833
edible,5,6.41,grey,57.809727219864726
edible,2.09,5.1,brown,42.48083441518247
edible,3.9,6.13,grey,57.14329672046006
poisonous,3.4,6.8,brown,52.56543565541506
poisonous,3.92,9.42,red,40.26648170314729
poisonous,7.22,5.51,grey,59.43841714411974
poisonous,11.36,10.49,grey,58.51874480955303
poisonous,1.26,3.59,red,57.58594863116741
poisonous,0.82,3.69,grey,38.323901165276766
poisonous,7.27,7.57,grey,50.463074846193194
edible,5.52,5.71,grey,57.08775244653225
poisonous,1.85,5.03,red,51.794071923941374
edible,9.13,7.54,brown,43.8014473952353
edible,4.01,7.87,brown,33.09966039843857
poisonous,4.96,7.27,brown,52.107437485828996
edible,3.41,4.61,red,51.238865461200476
poisonous,6.2,3.89,grey,32.338117556646466
poisonous,5.94,6.88,brown,48.55946632102132
poisonous,8.44,9.89,grey,40.50634503364563
edible,1.99,5.67,brown,56.04492018930614
poisonous,0.96,3.83,red,49.609948713332415
edible,3.01,4.37,brown,37.243379866704345
edible,8.48,7.37,grey,30.79764625057578
edible,9.59,5.79,brown,38.43565145507455
edible,6.5,5.52,brown,59.7703162394464
edible,3.66,6.27,grey,54.74973687902093
poisonous,8.64,1.54,grey,52.10222225636244
poisonous,3.01,4.3,brown,30.94203630462289
poisonous,4.74,0,red,56.017797319218516
edible,11.53,12.57,red,63.5847931727767
poisonous,11.87,5.62,brown,67.49396742321551
edible,9.94,6.59,brown,34.29578651674092
edible,6.48,7.46,grey,68.27162923291326
edible,2.6,4.09,grey,63.8533740863204
edible,3.43,6,grey,59.58145208656788
edible,5.03,7.01,grey,40.68985687568784
poisonous,3.64,4.21,grey,33.69293990544975
edible,3.26,4.47,grey,38.01157402805984
edible,7.55,6.09,grey,46.62708669900894
poisonous,10.25,1.8,grey,68.6943731829524
poisonous,4.25,3.16,brown,50.942489420995116
poisonous,4.71,5.77,grey,34.62626756168902
edible,6.68,3.54,grey,42.68224927596748
edible,9.15,12.27,brown,47.95444612391293
poisonous,2.51,6.31,grey,40.44470769353211
edible,2.8,3.91,grey,56.97202771902084
edible,4.09,4.43,brown,51.21085871011019
poisonous,3.75,5.81,brown,41.12642714753747
poisonous,16.61,8.24,brown,51.16781731136143
edible,6,6.45,brown,48.000006303191185
edible,3.87,5.74,grey,30.226900465786457
edible,6.43,6.21,grey,44.66819467023015
poisonous,2.06,6.16,brown,41.230874909088016
poisonous,4.59,5.78,grey,51.174937365576625
poisonous,3.89,5.87,brown,36.81104440242052
edible,9.2,9.25,red,39.89658672362566
edible,15.85,7.34,brown,32.410170240327716
poisonous,3.95,3.79,grey,49.103028709068894
edible,17.98,16.48,red,61.896314546465874
poisonous,1.54,5.21,brown,68.27355947345495
poisonous,2.54,2.99,red,31.178963305428624
edible,1.67,5.07,grey,46.262483252212405
edible,6.76,5.07,brown,48.13716118223965
edible,5.63,5.17,brown,52.88700551725924
poisonous,8.47,9.32,grey,47.737328885123134
edible,9.67,2.19,grey,69.01204550638795
edible,1.36,4.86,red,47.60921647772193
edible,4.79,7.55,brown,51.53011639602482
poisonous,4.93,7.05,grey,37.031078627333045
poisonous,8.98,11.24,brown,53.11726457439363
poisonous,7.74,15.87,red,54.72490567713976
poisonous,9.46,4.82,brown,69.11021717824042
poisonous,10.02,5.45,red,63.58211858198047
edible,7.38,6.34,grey,52.06757940351963
poisonous,3.01,2.92,brown,50.0672026630491
